Date,Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Daily Mean Travel Time (Seconds),Daily Range - Lower Bound Travel Time (Seconds),Daily Range - Upper Bound Travel Time (Seconds),AM Mean Travel Time (Seconds),AM Range - Lower Bound Travel Time (Seconds),AM Range - Upper Bound Travel Time (Seconds),PM Mean Travel Time (Seconds),PM Range - Lower Bound Travel Time (Seconds),PM Range - Upper Bound Travel Time (Seconds),Midday Mean Travel Time (Seconds),Midday Range - Lower Bound Travel Time (Seconds),Midday Range - Upper Bound Travel Time (Seconds),Evening Mean Travel Time (Seconds),Evening Range - Lower Bound Travel Time (Seconds),Evening Range - Upper Bound Travel Time (Seconds),Early Morning Mean Travel Time (Seconds),Early Morning Range - Lower Bound Travel Time (Seconds),Early Morning Range - Upper Bound Travel Time (Seconds)
2017-03-12 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2310,1685,3166,1720,1343,2202,2961,2526,3471,2643,2192,3187,2266,1745,2942,1473,1207,1797
2017-04-12 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2788,1877,4142,2880,2247,3690,4377,3567,5370,3277,2773,3874,2635,1901,3653,1655,1261,2172
2017-05-12 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2925,1938,4415,3124,2545,3836,4286,3407,5391,3352,2803,4009,2731,1804,4134,1629,1242,2136
2017-06-12 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3159,2122,4702,3130,2421,4045,4669,3790,5752,3594,3074,4201,2677,1913,3747,1619,1260,2080
2017-07-12 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3151,2156,4606,3120,2527,3852,4329,3483,5380,3502,3029,4049,2854,1963,4150,1676,1279,2196
2017-08-12 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3137,2051,4798,3129,2569,3811,4613,3884,5478,3282,2416,4458,3210,2305,4469,1650,1163,2340
2017-09-12 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2717,1880,3927,2355,1963,2826,3920,3356,4579,3165,2743,3652,2748,2189,3451,1453,1032,2047
2017-10-12 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2227,1630,3043,1925,1560,2375,2742,2252,3339,2383,1927,2945,2322,1738,3102,1514,1164,1968
2017-11-12 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3040,1881,4912,3357,2583,4362,5775,4779,6978,3952,3112,5019,2660,1763,4013,1642,1270,2124
2017-12-12 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2861,1898,4312,2962,2320,3782,4443,3559,5546,2915,2320,3663,2983,1891,4705,1691,1291,2214
12/13/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2807,1941,4060,2788,2202,3529,4167,3176,5469,2837,2256,3569,2836,2101,3826,1515,1149,1997
12/14/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2870,1913,4304,2530,2032,3148,4148,3081,5585,2894,2338,3582,3104,2112,4563,1542,1216,1954
12/15/2017,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3146,2019,4902,2853,2254,3610,4729,3428,6523,3135,2363,4158,3471,2379,5066,1534,1194,1972
2018-01-01 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2849,1988,4083,2080,1674,2585,4078,3312,5022,2938,2420,3567,2915,2005,4239,2152,1545,2998
2018-02-01 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3288,2197,4922,3700,2865,4779,4472,3375,5925,3736,3056,4568,3322,2259,4883,1927,1470,2526
2018-03-01 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3708,2267,6065,3941,2876,5401,5489,4413,6828,4435,3523,5585,3317,2009,5475,1760,1374,2254
2018-04-01 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3587,2191,5870,4044,3150,5193,4971,3595,6872,4096,3427,4896,3634,2267,5823,1626,1295,2043
2018-05-01 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3491,2276,5353,3699,2961,4621,4717,3732,5962,3712,2948,4674,3528,2419,5146,1708,1268,2301
2018-06-01 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3128,2080,4702,2286,1950,2681,4810,3961,5840,3619,3047,4297,3066,2292,4101,1677,1306,2153
2018-07-01 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2460,1774,3410,2066,1718,2484,3007,2392,3781,2592,2088,3219,2710,2042,3596,1497,1162,1929
2018-08-01 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2941,1857,4658,3966,3000,5243,4404,3431,5653,3114,2431,3989,2517,1753,3613,1628,1270,2087
2018-09-01 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2762,1837,4154,2830,2196,3648,3941,3128,4966,2945,2364,3669,2660,1945,3639,1578,1136,2191
2018-10-01 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2913,2020,4202,2748,2158,3499,3935,3086,5017,3154,2498,3983,2768,1907,4017,1632,1284,2074
2018-11-01 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3045,1996,4646,3077,2261,4187,4507,3589,5659,3234,2583,4049,2785,2078,3734,1504,1102,2051
2018-12-01 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3117,2040,4763,3025,2464,3714,4478,3694,5427,3181,2583,3917,3743,2713,5162,1491,1151,1932
01/13/2018,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2575,1844,3595,2078,1692,2553,3384,2861,4004,2957,2509,3485,2783,2168,3572,1621,1235,2127
01/14/2018,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",1953,1463,2607,1691,1412,2024,2351,1956,2824,2166,1789,2623,2126,1664,2718,1408,1087,1823
01/15/2018,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2071,1520,2822,2009,1584,2548,2503,2015,3108,2261,1747,2925,2161,1616,2890,1518,1179,1953
01/16/2018,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2391,1617,3536,2524,2012,3165,3640,2883,4596,2872,2331,3538,2583,1905,3502,1626,1190,2223
01/17/2018,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2855,1956,4168,2824,2188,3644,3856,3193,4657,3198,2568,3983,2676,1943,3685,1630,1210,2196
01/18/2018,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2854,1868,4360,3043,2391,3872,4379,3672,5223,3333,2524,4400,2879,2074,3997,1580,1251,1995
01/19/2018,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3016,2036,4468,3162,2469,4049,4423,3634,5384,3147,2585,3833,3185,2522,4022,1516,1170,1964
01/20/2018,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2720,1898,3899,2321,1871,2880,3850,3133,4730,3175,2643,3813,2736,2050,3651,1595,1205,2111
01/21/2018,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2193,1585,3035,1821,1477,2246,2918,2472,3445,2378,1928,2933,2331,1827,2973,1494,1150,1941
01/22/2018,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2626,1741,3962,2583,2101,3176,3852,3288,4513,3202,2574,3982,2618,1838,3730,1550,1150,2090
01/23/2018,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2803,1862,4219,2809,2097,3761,3997,3214,4971,2943,2426,3571,2698,1896,3840,1535,1108,2127
01/24/2018,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3243,2144,4906,2665,2030,3498,4374,3692,5181,3356,2695,4179,3956,2939,5325,1575,1208,2054
01/25/2018,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",1836,1369,2462,1577,1270,1959,2114,1655,2702,1793,1418,2268,2212,1640,2983,1526,1170,1990
01/26/2018,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2264,1655,3097,1987,1607,2456,2737,2295,3264,2568,1995,3304,2302,1690,3136,1506,1191,1905
01/27/2018,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2390,1667,3428,1986,1594,2475,3192,2464,4135,2873,2406,3431,2428,1842,3200,1424,1082,1874
01/28/2018,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2118,1586,2830,1868,1502,2324,2680,2259,3180,2345,1905,2886,2220,1767,2789,1500,1182,1904
01/29/2018,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2972,2017,4379,3540,2828,4431,3819,3189,4574,3156,2651,3759,2799,2028,3863,1752,1277,2403
01/30/2018,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2768,1890,4054,3001,2457,3665,3893,3126,4848,3062,2382,3936,2621,1870,3671,1699,1257,2295
01/31/2018,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2579,1828,3639,2885,2233,3727,3100,2657,3618,2922,2385,3580,2128,1650,2745,1539,1155,2050
2018-01-02 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2767,1825,4195,3021,2399,3803,3740,2733,5118,2934,2337,3683,2734,1842,4059,1481,1143,1917
2018-02-02 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2905,2104,4012,2863,2268,3613,4043,3335,4903,2872,2322,3554,2841,2337,3453,1542,1223,1942
2018-03-02 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2726,1897,3918,2200,1670,2897,3681,3106,4363,2984,2512,3545,2771,2085,3682,1462,1187,1801
2018-04-02 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2032,1533,2692,1814,1483,2219,2337,1808,3020,2144,1736,2647,2325,1838,2941,1570,1183,2083
2018-05-02 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2672,1776,4020,2878,2185,3792,3893,3281,4621,3081,2582,3676,2619,1868,3671,1582,1182,2118
2018-06-02 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2788,1865,4166,2931,2245,3826,4234,3466,5172,3090,2605,3665,2533,1792,3581,1548,1226,1956
2018-07-02 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3140,2029,4859,2942,2270,3813,4832,3327,7018,3349,2775,4041,3266,2278,4684,1577,1154,2155
2018-08-02 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2830,1898,4221,3087,2388,3991,3626,2925,4495,3221,2633,3940,2678,1864,3846,1489,1110,1997
2018-09-02 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3045,2140,4332,2754,2133,3556,4086,3337,5002,3095,2515,3808,3145,2433,4066,1597,1213,2102
2018-10-02 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2677,1923,3726,2112,1772,2517,3352,2914,3855,3062,2542,3687,2672,2115,3376,1462,1150,1859
2018-11-02 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2186,1660,2878,1977,1617,2416,2586,2097,3190,2304,1927,2754,2343,1810,3033,1515,1174,1955
2018-12-02 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2632,1696,4086,2969,2382,3700,3790,2992,4800,2943,2367,3658,2899,2051,4097,1550,1074,2237
02/13/2018,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2262,1672,3059,2228,1778,2791,2907,2269,3724,2438,1982,2999,2305,1759,3022,1619,1221,2148
02/14/2018,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2713,1825,4033,2700,2154,3384,4060,3503,4704,3040,2489,3713,2746,1944,3878,1550,1177,2039
02/15/2018,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2725,1874,3962,2750,2200,3439,3541,2819,4449,3114,2556,3795,2899,2133,3938,1551,1196,2011
02/16/2018,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2692,1848,3922,2679,2105,3409,3491,2774,4393,2816,2253,3519,3028,2142,4281,1535,1183,1992
02/17/2018,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2653,1843,3818,2166,1699,2763,3456,2844,4200,3291,2760,3925,2618,1947,3519,1594,1213,2096
02/18/2018,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2245,1721,2930,1954,1596,2391,2486,2065,2993,2418,2013,2905,2376,1839,3069,1578,1213,2052
02/19/2018,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2726,1769,4203,3194,2468,4134,3865,3040,4915,3236,2702,3874,2697,1861,3909,1549,1175,2042
02/20/2018,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2596,1729,3899,2956,2273,3845,3479,2562,4725,2926,2321,3689,2498,1907,3272,1497,1111,2017
02/21/2018,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2684,1856,3882,2854,2209,3686,3423,2747,4267,3070,2497,3774,2454,1747,3447,1491,1179,1886
02/22/2018,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2721,1824,4057,2702,2089,3495,3676,3013,4484,3020,2196,4153,2661,1899,3730,1381,1090,1751
02/23/2018,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2820,1899,4187,2727,2197,3384,3980,3326,4762,3055,2455,3800,2845,2086,3880,1412,1073,1856
02/24/2018,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2589,1841,3641,2200,1752,2762,3317,2699,4076,2964,2468,3561,2841,2239,3606,1564,1203,2033
02/25/2018,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2189,1656,2895,1917,1579,2327,2459,2040,2963,2325,1946,2777,2462,1945,3116,1520,1155,2001
02/26/2018,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2589,1802,3721,2850,2237,3631,3507,2962,4153,2980,2418,3673,2501,1843,3395,1675,1268,2213
02/27/2018,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2784,1885,4113,2933,2359,3646,3785,3054,4690,3071,2505,3765,2888,2146,3887,1574,1151,2153
02/28/2018,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2952,2000,4358,2939,2188,3947,4113,3263,5184,3134,2551,3851,2989,2225,4015,1611,1154,2250
2018-01-03 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2749,1919,3939,3108,2515,3841,3530,2892,4308,3125,2602,3752,2742,2088,3602,1631,1237,2150
2018-02-03 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2669,1827,3900,2582,2038,3270,3814,3159,4605,2825,2291,3485,2801,2037,3851,1529,1165,2006
2018-03-03 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2605,1797,3774,2090,1636,2671,3443,2789,4249,3021,2470,3696,2562,1914,3430,1543,1154,2063
2018-04-03 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2056,1554,2721,1822,1466,2264,2412,1972,2950,2139,1835,2493,2286,1801,2901,1514,1125,2036
2018-05-03 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2625,1812,3803,2999,2297,3916,3544,2878,4364,2981,2440,3642,2441,1799,3314,1695,1261,2280
