Date,Origin Movement ID,Origin Display Name,Destination Movement ID,Destination Display Name,Daily Mean Travel Time (Seconds),Daily Range - Lower Bound Travel Time (Seconds),Daily Range - Upper Bound Travel Time (Seconds),AM Mean Travel Time (Seconds),AM Range - Lower Bound Travel Time (Seconds),AM Range - Upper Bound Travel Time (Seconds),PM Mean Travel Time (Seconds),PM Range - Lower Bound Travel Time (Seconds),PM Range - Upper Bound Travel Time (Seconds),Midday Mean Travel Time (Seconds),Midday Range - Lower Bound Travel Time (Seconds),Midday Range - Upper Bound Travel Time (Seconds),Evening Mean Travel Time (Seconds),Evening Range - Lower Bound Travel Time (Seconds),Evening Range - Upper Bound Travel Time (Seconds),Early Morning Mean Travel Time (Seconds),Early Morning Range - Lower Bound Travel Time (Seconds),Early Morning Range - Upper Bound Travel Time (Seconds)
03/31/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3023,2025,4513,3032,2305,3987,4490,3206,6289,2989,2380,3754,2668,1954,3641,1517,1152,1998
2016-01-01 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2309,1719,3102,2209,1792,2722,3121,2717,3586,2674,2185,3274,2011,1596,2534,1945,1390,2723
2016-02-01 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2497,1804,3457,2155,1785,2600,3205,2757,3726,2878,2370,3495,2310,1660,3214,1475,1210,1798
2016-03-01 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2553,1945,3352,2200,1860,2602,3119,2630,3699,2705,2268,3227,2448,1813,3307,1476,1168,1866
2016-04-01 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3717,2673,5170,3893,3212,4719,4444,3503,5637,3960,3361,4666,3054,1934,4822,1778,1401,2255
2016-05-01 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3230,2244,4649,3345,2677,4179,4642,3595,5993,3513,2862,4311,2464,1682,3610,1745,1350,2256
2016-06-01 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3274,2338,4585,3281,2596,4145,4839,4002,5851,3404,2984,3883,2667,1830,3888,1742,1190,2551
2016-07-01 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3005,2104,4290,2946,2413,3597,4564,3764,5532,3366,2969,3818,2403,1677,3444,1587,1353,1861
2016-08-01 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3273,2312,4635,3166,2457,4080,4085,3447,4841,3635,3023,4370,3469,2287,5263,1708,1443,2022
2016-09-01 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3073,2157,4379,2452,1950,3082,4238,3587,5008,3371,2823,4027,2957,2138,4091,1646,1292,2098
2016-10-01 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2344,1764,3116,2021,1671,2445,2793,2103,3708,2550,2201,2954,2342,1755,3126,1484,1286,1712
2016-11-01 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3274,2225,4817,3320,2597,4245,4806,3829,6032,3761,3144,4498,2437,1733,3428,1681,1189,2375
2016-12-01 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3032,2043,4499,3285,2566,4206,4603,3797,5579,3409,2754,4219,2798,1887,4149,1588,1275,1979
01/13/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3632,2638,5001,3492,2859,4265,4572,3845,5438,3759,3166,4462,3632,2483,5313,1946,1498,2527
01/14/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3541,2431,5157,3467,2865,4195,5682,4634,6967,3608,3210,4056,3549,2496,5048,1577,1403,1773
01/15/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2121,1687,2668,2041,1705,2443,2395,2143,2678,2226,1820,2722,2137,1682,2714,1608,1311,1972
01/16/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2573,1818,3641,2161,1830,2553,3510,3024,4074,3070,2511,3754,2310,1728,3088,1364,1175,1584
01/17/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2313,1803,2968,2091,1823,2399,2870,2476,3325,2459,2148,2816,2319,1833,2934,1540,1274,1861
01/18/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3414,2359,4940,3266,2766,3857,4526,3672,5578,4116,3465,4889,2658,1874,3771,1677,1299,2167
01/19/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3145,2247,4401,3145,2556,3870,4194,3300,5331,3651,3021,4412,2395,1809,3171,1667,1308,2125
01/20/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3276,2318,4631,3328,2770,3998,4775,3889,5863,3514,3033,4072,2856,2001,4076,1700,1398,2068
01/21/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3234,2203,4746,3121,2427,4013,4976,4169,5939,3417,2784,4195,2602,1813,3733,1582,1318,1898
01/22/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3131,2125,4612,2943,2413,3589,4739,3888,5777,3229,2698,3865,3146,2064,4795,1569,1187,2075
01/23/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2853,1983,4104,2328,1981,2735,4020,3342,4835,3388,2750,4173,2413,1803,3230,1665,1251,2214
01/24/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2335,1794,3040,2150,1791,2581,2764,2304,3314,2591,2154,3115,2284,1759,2965,1658,1322,2079
01/25/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2920,2146,3973,2750,2286,3310,3893,3201,4735,3290,2797,3869,2869,2025,4065,1835,1390,2421
01/26/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2376,1856,3042,2027,1725,2382,2862,2381,3440,2643,2201,3174,2221,1837,2684,1598,1287,1983
01/27/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2914,2154,3943,3147,2543,3895,3365,2705,4186,3110,2641,3662,2493,1820,3414,1586,1384,1818
01/28/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3182,2195,4613,3214,2474,4175,4051,3354,4894,3549,3005,4193,2916,2095,4058,1546,1126,2124
01/29/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2955,2061,4235,2928,2333,3676,4382,3593,5344,3109,2605,3711,2724,1871,3964,1501,1246,1807
01/30/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2980,2096,4238,2465,2021,3008,4032,3283,4952,3534,2940,4249,2544,1853,3493,1791,1441,2226
01/31/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2373,1831,3075,2082,1805,2401,2706,2370,3090,2703,2359,3099,2222,1741,2836,1429,1156,1766
2016-01-02 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2918,2080,4094,2952,2371,3676,4001,3269,4896,3274,2648,4048,2398,1760,3266,1588,1345,1876
2016-02-02 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2822,2031,3922,2827,2210,3615,3380,2894,3948,3379,2783,4103,2360,1815,3069,1541,1249,1900
2016-03-02 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2991,2165,4131,2967,2497,3527,3389,2913,3941,3592,2786,4631,2472,1800,3395,1629,1433,1852
2016-04-02 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3024,2189,4176,3157,2457,4056,3778,3065,4657,3269,2808,3806,2529,1896,3373,1529,1280,1826
2016-05-02 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3007,2182,4145,3035,2565,3593,3826,3179,4604,3232,2702,3867,2756,2041,3720,1533,1189,1977
2016-06-02 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2987,2148,4154,2444,2030,2943,3853,3257,4559,3096,2655,3609,2868,1961,4193,1651,1372,1987
2016-07-02 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2298,1781,2966,2230,1790,2777,2532,2146,2989,2485,2137,2890,2188,1649,2903,1652,1225,2228
2016-08-02 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2889,2106,3963,2997,2526,3555,3577,3087,4144,3278,2739,3924,2098,1526,2884,1729,1307,2287
2016-09-02 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3018,2230,4085,3056,2597,3597,3661,3185,4207,3354,2847,3950,2891,2048,4082,1673,1389,2015
2016-10-02 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2930,2162,3972,3019,2527,3607,3607,2981,4365,3271,2703,3957,2375,1735,3252,1761,1348,2300
2016-11-02 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2878,2132,3884,3043,2400,3858,3222,2555,4062,3212,2669,3866,2443,1895,3150,1813,1398,2351
2016-12-02 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2772,2058,3735,2854,2400,3395,3760,3153,4483,3054,2570,3629,2245,1696,2971,1682,1402,2018
02/13/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2751,2085,3629,2353,2014,2749,3180,2675,3779,3012,2356,3849,2664,2124,3342,1658,1292,2127
02/14/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2451,1817,3305,1971,1715,2265,2651,2248,3125,2544,2190,2955,2925,2227,3840,1316,1132,1530
02/15/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3244,2225,4731,3907,3310,4611,3882,3031,4972,3411,2762,4214,2440,1737,3427,1714,1281,2293
02/16/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2789,1889,4116,2952,2309,3774,3559,2822,4489,3305,2637,4143,2339,1603,3411,1385,1135,1690
02/17/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2855,2060,3957,2966,2296,3830,3237,2712,3863,3163,2678,3736,2620,1901,3611,1407,1186,1669
02/18/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2798,1983,3949,2882,2413,3442,3412,2747,4238,3137,2505,3929,2734,1931,3869,1493,1179,1891
02/19/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3018,2076,4387,2951,2460,3541,3921,3158,4869,3367,2784,4073,2844,1957,4134,1460,1162,1833
02/20/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2588,1827,3664,2282,1822,2859,3418,2809,4160,3043,2521,3673,2468,1807,3371,1426,1197,1698
02/21/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2236,1736,2880,2033,1710,2418,2483,2114,2917,2551,2101,3098,2149,1649,2800,1545,1203,1986
02/22/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2705,1904,3844,2962,2396,3661,3384,2801,4088,3028,2522,3636,2598,1822,3704,1491,1229,1809
02/23/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2881,1993,4165,3192,2521,4042,3533,2784,4484,3048,2506,3707,2768,1886,4061,1543,1204,1977
02/24/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2789,1942,4006,2933,2389,3600,3985,3043,5220,3093,2640,3624,2381,1661,3415,1420,1089,1851
02/25/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2753,1886,4020,2823,2301,3465,3923,3077,5000,2979,2492,3562,2286,1655,3158,1427,1122,1815
02/26/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2909,1921,4405,3104,2563,3760,4049,3181,5154,3000,2561,3514,2868,1928,4266,1247,1012,1535
02/27/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2699,1912,3809,2280,1891,2749,3618,3068,4267,3082,2526,3760,2581,1907,3494,1464,1193,1797
02/28/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2147,1657,2782,1984,1586,2482,2499,2079,3004,2331,1986,2735,2012,1605,2521,1368,1144,1636
02/29/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2708,1894,3871,2890,2218,3767,3582,2941,4363,3087,2548,3739,2306,1752,3035,1462,1183,1807
2016-01-03 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2738,1871,4005,2972,2376,3718,3643,2839,4675,2922,2459,3472,2765,1956,3908,1336,1114,1603
2016-02-03 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2655,1857,3797,2708,2142,3424,3741,3011,4650,2882,2371,3503,2345,1794,3064,1387,1099,1750
2016-03-03 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2802,1907,4116,2773,2156,3566,3062,2393,3917,3270,2436,4389,2656,1792,3936,1308,1007,1700
2016-04-03 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2995,2041,4393,2985,2497,3568,3957,3098,5052,3282,2628,4098,2879,1948,4257,1479,1125,1945
2016-05-03 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2834,1926,4170,2294,1829,2877,3918,3150,4873,3210,2645,3896,2911,2123,3991,1440,1118,1856
2016-06-03 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2086,1605,2711,1921,1515,2436,2310,1971,2707,2419,2052,2850,2098,1686,2612,1449,1200,1751
2016-07-03 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2175,1644,2879,2317,1895,2834,2478,2061,2981,2379,1932,2929,2130,1639,2768,1511,1203,1898
2016-08-03 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2587,1862,3595,2736,2132,3509,3045,2394,3873,2937,2401,3592,2264,1648,3110,1523,1232,1883
2016-09-03 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2748,1952,3869,2803,2148,3657,3301,2745,3970,2990,2505,3567,2319,1565,3436,1243,1039,1487
2016-10-03 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2849,1922,4222,2902,2410,3493,3694,3096,4407,3296,2666,4075,2969,2047,4305,1392,1120,1729
2016-11-03 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3085,2192,4342,2899,2371,3545,4064,3119,5295,3289,2760,3918,3194,2378,4290,1414,1238,1616
2016-12-03 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2760,1870,4073,2246,1776,2841,3650,3056,4359,3313,2769,3965,2897,2016,4163,1423,1149,1761
03/13/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2079,1579,2738,1850,1547,2213,2299,1986,2660,2348,1915,2878,2055,1553,2721,1339,1096,1637
03/14/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2736,1881,3978,2978,2346,3779,3786,3057,4689,3135,2620,3750,2107,1711,2594,1368,1118,1675
03/15/2016,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2881,1942,4274,3149,2523,3931,3445,3080,3853,3250,2680,3941,3207,2007,5124,1397,1178,1656
2016-01-04 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2755,1907,3979,2816,2079,3812,3739,3088,4528,2658,2235,3161,2969,2070,4257,1410,1153,1725
2016-02-04 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2917,2067,4117,2176,1758,2691,3534,2760,4525,3081,2579,3680,3192,2234,4563,1874,1226,2865
2016-03-04 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2215,1669,2938,2139,1769,2585,2647,2187,3204,2385,2027,2806,2189,1651,2902,1339,1108,1618
2016-04-04 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2808,1844,4276,2908,2239,3776,3766,3095,4582,3051,2529,3681,3127,1906,5130,1394,1111,1750
2016-05-04 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2882,1945,4270,2875,2233,3701,3761,2851,4963,3188,2505,4057,3008,2223,4072,1489,1128,1967
2016-06-04 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2974,1980,4469,3059,2401,3897,3992,3138,5077,3271,2659,4023,2303,1534,3460,1281,1026,1600
2016-07-04 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",3033,2136,4307,2965,2367,3713,3742,2874,4874,3241,2533,4147,2975,2149,4118,1357,1109,1660
2016-08-04 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",1959,1565,2451,1880,1554,2273,2111,1732,2572,2002,1638,2446,2153,1603,2893,1657,1367,2010
2016-09-04 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",2287,1671,3131,1983,1510,2605,2781,2327,3325,2548,2139,3035,2300,1681,3146,1433,1220,1683
2016-10-04 00:00:00,100,"Kempegowda, Majestic, Bengaluru, Karnataka",171,"Analytics India Magazine, #280, 2nd floor, 5th Main, 15th A Cross Road, Sector 6, HSR Layout, Bengaluru, Karnataka",1987,1515,2606,1864,1534,2265,2399,1900,3028,2086,1689,2576,2062,1564,2717,1428,1192,1710
